,pred,actual,difference
0,2.851985,3.5,0.648015022277832
1,2.9205408,3.0,0.07945919036865234
2,3.1770227,3.5,0.32297730445861816
3,3.4934297,3.5,0.006570339202880859
4,3.7237482,3.0,0.7237482070922852
5,2.6813285,3.0,0.31867146492004395
6,3.1545882,4.0,0.8454117774963379
7,2.7080917,4.0,1.2919082641601562
8,2.5904756,2.5,0.09047555923461914
9,3.0198684,3.0,0.01986837387084961
10,3.0472107,3.5,0.452789306640625
11,3.371198,3.0,0.3711979389190674
12,2.7088819,3.0,0.29111814498901367
13,2.1902618,2.0,0.1902618408203125
14,3.4163177,3.5,0.08368229866027832
15,2.4199915,2.5,0.08000850677490234
16,2.6695843,2.5,0.1695842742919922
17,2.247744,2.5,0.252255916595459
18,3.3839192,3.5,0.11608076095581055
19,2.4846377,2.0,0.4846377372741699
20,2.6910172,2.5,0.19101715087890625
21,3.3431275,4.0,0.6568725109100342
22,3.0602498,3.0,0.06024980545043945
23,2.2567613,2.5,0.2432386875152588
24,3.3266747,3.5,0.1733253002166748
25,2.0688725,3.0,0.9311275482177734
26,2.9843192,3.5,0.5156807899475098
27,3.5933006,3.5,0.09330058097839355
28,2.977602,3.0,0.022397994995117188
29,2.6743805,2.5,0.17438054084777832
30,2.8360786,3.0,0.16392135620117188
31,3.18881,3.5,0.3111898899078369
32,3.0970902,3.5,0.4029097557067871
33,1.851306,2.0,0.14869403839111328
34,3.769237,2.5,1.2692370414733887
35,2.8575363,4.0,1.1424636840820312
36,2.88201,3.0,0.11799001693725586
37,3.4934497,4.0,0.5065503120422363
38,2.4273932,2.5,0.07260680198669434
39,2.601934,2.5,0.10193395614624023
40,2.7406547,2.0,0.740654706954956
41,2.4807673,2.5,0.019232749938964844
42,2.8270593,2.5,0.327059268951416
43,3.483932,3.5,0.016067981719970703
44,2.084781,2.0,0.08478093147277832
45,1.8790812,2.0,0.12091875076293945
46,2.7384138,2.5,0.23841381072998047
47,3.3026068,4.0,0.6973931789398193
48,2.8409004,2.5,0.3409004211425781
49,3.6924303,4.5,0.8075697422027588
50,3.1430964,3.0,0.1430964469909668
51,3.317134,2.5,0.817133903503418
52,3.0909767,3.0,0.09097671508789062
53,3.091035,3.5,0.4089651107788086
54,3.6227849,3.0,0.6227848529815674
55,2.9538646,3.0,0.04613542556762695
56,3.2552612,4.0,0.7447388172149658
57,3.2280025,3.5,0.27199745178222656
58,2.5018415,3.0,0.49815845489501953
59,2.662936,2.0,0.6629359722137451
60,1.544163,2.0,0.4558370113372803
61,2.375283,2.5,0.12471699714660645
62,3.0203636,3.5,0.47963643074035645
63,3.5108128,3.0,0.5108127593994141
64,2.4822607,2.5,0.017739295959472656
65,2.5861986,2.5,0.08619856834411621
66,2.5456834,2.5,0.04568338394165039
67,2.771278,2.5,0.27127790451049805
68,2.348979,2.5,0.15102100372314453
69,3.0487556,3.0,0.048755645751953125
70,2.9477828,3.5,0.5522172451019287
71,2.913914,2.0,0.9139139652252197
72,2.6030102,2.5,0.10301017761230469
73,3.1805682,3.0,0.18056821823120117
74,3.5805972,4.5,0.9194028377532959
75,2.4603744,2.0,0.4603743553161621
76,2.8022323,3.0,0.1977677345275879
77,2.6197515,2.5,0.1197514533996582
78,2.33136,2.5,0.1686398983001709
79,1.9605682,2.5,0.5394318103790283
80,3.006972,3.0,0.006972074508666992
81,2.824643,3.0,0.17535710334777832
82,2.80047,3.0,0.19952988624572754
83,2.313384,2.0,0.3133840560913086
84,3.323935,3.5,0.17606496810913086
85,3.0246558,2.5,0.524655818939209
86,2.9445262,3.0,0.05547380447387695
87,3.091804,3.5,0.40819597244262695
88,3.8757544,4.0,0.12424564361572266
89,3.4843493,3.0,0.48434925079345703
90,3.397017,4.5,1.102982997894287
91,2.629465,3.5,0.8705348968505859
92,3.075527,3.0,0.07552695274353027
93,2.5622,3.0,0.43779993057250977
94,2.4812388,3.0,0.518761157989502
95,3.5543084,3.0,0.5543084144592285
96,3.0021908,3.0,0.002190828323364258
97,2.8495798,2.5,0.3495798110961914
98,3.9222157,4.0,0.07778429985046387
99,3.298034,3.0,0.2980339527130127
100,3.3679304,3.0,0.36793041229248047
101,2.4677982,2.0,0.46779823303222656
102,3.003808,3.0,0.0038080215454101562
103,2.3129823,1.5,0.8129823207855225
104,2.4907007,2.0,0.49070072174072266
105,1.8103621,1.0,0.8103621006011963
106,3.0365381,3.0,0.036538124084472656
107,3.3636422,3.0,0.36364221572875977
108,3.5018003,3.0,0.5018002986907959
109,3.40799,3.0,0.4079899787902832
110,2.1674457,2.0,0.16744565963745117
111,3.203981,3.0,0.2039809226989746
112,3.428711,3.5,0.0712890625
113,2.6320229,2.5,0.13202285766601562
114,3.241151,3.0,0.2411510944366455
115,2.7836158,2.5,0.2836158275604248
116,2.513056,3.0,0.48694396018981934
117,1.6790813,1.0,0.6790813207626343
118,3.0050468,3.0,0.005046844482421875
119,2.5544734,2.5,0.0544734001159668
120,2.9091723,3.0,0.09082770347595215
121,2.6659708,2.5,0.1659708023071289
122,2.8782458,2.5,0.37824583053588867
123,2.2077482,2.0,0.2077481746673584
124,2.8489099,3.5,0.651090145111084
125,3.2395244,3.5,0.26047563552856445
126,4.0471916,5.0,0.9528083801269531
127,2.9279165,2.0,0.9279165267944336
128,2.7972903,3.0,0.20270967483520508
129,3.1685221,4.0,0.8314778804779053
130,2.7175124,3.5,0.7824876308441162
131,2.4352741,2.5,0.06472587585449219
132,3.5172632,3.5,0.017263174057006836
133,2.7747238,2.5,0.27472376823425293
134,3.23748,3.0,0.23747992515563965
135,2.9780018,3.5,0.5219981670379639
136,1.6810102,1.5,0.18101024627685547
137,2.7913542,3.5,0.7086458206176758
138,2.9576654,2.5,0.45766544342041016
139,2.8546658,2.5,0.35466575622558594
140,3.496756,3.5,0.0032439231872558594
141,2.6503062,3.0,0.34969377517700195
142,2.763565,2.0,0.7635650634765625
143,2.612638,2.0,0.612637996673584
144,2.9697003,3.5,0.5302996635437012
145,2.4446008,3.0,0.5553991794586182
146,1.8617938,1.5,0.36179375648498535
147,2.8649225,3.0,0.13507747650146484
148,3.7019014,4.0,0.2980985641479492
149,2.5899367,2.5,0.08993673324584961
150,2.6331892,3.0,0.36681079864501953
151,2.6076596,3.5,0.8923404216766357
152,3.217596,3.5,0.28240394592285156
153,2.9032702,2.5,0.40327024459838867
154,2.7167892,3.5,0.7832107543945312
155,3.1982207,4.0,0.8017792701721191
156,3.8773627,4.5,0.6226372718811035
157,2.7696013,3.0,0.23039865493774414
158,3.2493856,3.5,0.2506144046783447
159,2.5957394,2.5,0.09573936462402344
160,2.6712232,2.5,0.17122316360473633
161,3.8014538,3.0,0.8014538288116455
162,3.4481666,3.0,0.4481666088104248
163,3.4863307,3.5,0.013669252395629883
164,3.2933724,4.0,0.706627607345581
165,2.1621313,2.0,0.16213130950927734
166,2.8309245,3.5,0.6690754890441895
167,3.2005582,3.5,0.2994418144226074
168,2.8449855,2.5,0.3449854850769043
169,2.6462996,3.0,0.3537003993988037
170,2.8757505,3.5,0.6242494583129883
171,2.168085,2.5,0.33191490173339844
172,3.3271925,3.5,0.1728074550628662
173,2.6256223,2.5,0.12562227249145508
174,2.7604508,3.0,0.2395491600036621
175,2.832854,2.0,0.8328540325164795
176,3.3998396,3.0,0.3998396396636963
177,2.5079024,2.0,0.5079023838043213
178,3.2135482,3.0,0.2135481834411621
179,2.4901655,3.0,0.5098345279693604
180,3.1668985,3.0,0.16689848899841309
181,2.8919587,3.5,0.6080412864685059
182,2.2496426,3.0,0.7503573894500732
183,2.3500228,2.0,0.3500227928161621
184,2.5267553,2.0,0.5267553329467773
185,2.8831415,2.5,0.38314151763916016
186,3.15273,3.0,0.15272998809814453
187,2.6605387,2.5,0.1605386734008789
188,3.5486307,4.0,0.4513692855834961
189,2.3267581,2.5,0.17324185371398926
190,2.891815,3.0,0.1081850528717041
191,3.6437275,3.5,0.14372754096984863
192,2.4058263,2.0,0.4058263301849365
193,3.12456,3.0,0.12456011772155762
194,2.4412117,2.0,0.4412117004394531
195,3.3485036,4.0,0.651496410369873
196,2.5641024,2.5,0.0641024112701416
197,2.6815352,3.0,0.3184647560119629
198,3.0297053,3.0,0.029705286026000977
199,2.856042,3.0,0.14395809173583984
200,2.26365,2.0,0.26364994049072266
201,3.013287,3.0,0.013287067413330078
202,3.2887836,3.5,0.21121644973754883
203,3.027069,3.5,0.472930908203125
204,2.696077,3.0,0.3039228916168213
205,4.1318126,5.0,0.868187427520752
206,1.9620082,2.0,0.03799176216125488
207,2.9930775,3.0,0.006922483444213867
208,2.863873,3.0,0.13612699508666992
209,1.8920908,2.0,0.1079092025756836
210,2.5646234,2.5,0.06462335586547852
211,2.4209716,3.0,0.5790283679962158
212,2.7226157,3.0,0.27738428115844727
213,2.9948213,3.5,0.505178689956665
214,3.1531782,3.5,0.34682178497314453
215,2.5760405,3.0,0.42395949363708496
216,3.569967,3.0,0.5699670314788818
217,3.1571586,2.5,0.657158613204956
218,1.978071,2.0,0.021929025650024414
219,2.655698,2.0,0.6556980609893799
220,2.9750485,2.5,0.4750485420227051
221,2.7292051,2.5,0.22920513153076172
222,3.127321,3.0,0.1273210048675537
223,2.9251165,3.0,0.07488346099853516
224,3.0194201,3.0,0.019420146942138672
225,2.467573,2.5,0.032427072525024414
226,3.0909417,3.0,0.0909416675567627
227,2.92994,3.0,0.07006001472473145
228,2.5714092,2.5,0.07140922546386719
229,3.0115733,3.0,0.011573314666748047
230,3.0281563,3.5,0.4718437194824219
231,3.1086874,3.5,0.3913125991821289
232,2.7442794,2.5,0.2442793846130371
233,2.6258051,3.0,0.374194860458374
234,3.0102956,3.0,0.010295629501342773
235,2.3396182,2.5,0.16038179397583008
236,2.6619062,2.0,0.6619062423706055
237,2.5179558,2.5,0.017955780029296875
238,2.9603498,3.0,0.03965020179748535
239,3.0759082,2.5,0.5759081840515137
240,3.1589544,2.5,0.658954381942749
241,2.3807936,2.5,0.11920642852783203
242,3.0141416,3.0,0.014141559600830078
243,2.505047,2.0,0.505047082901001
244,2.6500604,2.0,0.6500604152679443
245,3.0561187,2.5,0.5561187267303467
246,3.4494917,3.5,0.05050826072692871
247,3.6305416,3.0,0.6305415630340576
248,3.3157797,3.5,0.1842203140258789
249,2.2470345,2.0,0.24703454971313477
250,2.8977795,4.0,1.1022205352783203
251,1.9633462,2.5,0.5366537570953369
252,3.1585984,3.5,0.3414015769958496
253,1.7022592,1.5,0.20225918292999268
254,2.036488,2.0,0.03648805618286133
255,3.7396085,4.0,0.2603914737701416
256,2.3713741,3.0,0.6286258697509766
257,3.242112,3.5,0.2578880786895752
258,2.909942,3.5,0.5900580883026123
259,2.170891,2.5,0.32910895347595215
260,3.0181298,3.5,0.481870174407959
261,1.9414932,2.5,0.5585068464279175
262,1.8486799,2.5,0.6513200998306274
263,3.1936731,3.0,0.19367313385009766
264,2.3757055,2.0,0.3757054805755615
265,3.1132193,3.0,0.1132192611694336
266,2.4405513,2.5,0.0594487190246582
267,2.0696807,1.0,1.0696806907653809
268,2.3942852,2.5,0.10571479797363281
269,2.865083,2.5,0.3650829792022705
270,3.6824749,4.0,0.31752514839172363
271,3.5119724,4.0,0.48802757263183594
272,2.4709365,3.0,0.5290634632110596
273,2.3613071,2.0,0.36130714416503906
274,3.2088015,3.0,0.2088015079498291
275,3.8823636,3.5,0.38236355781555176
276,3.2321424,3.0,0.23214244842529297
277,2.7314844,2.5,0.23148441314697266
278,2.5864928,3.0,0.41350722312927246
279,3.4608874,3.0,0.46088743209838867
280,3.306754,4.0,0.6932458877563477
281,2.6667013,2.0,0.6667013168334961
282,2.4795315,2.5,0.020468473434448242
283,3.337131,4.0,0.6628689765930176
284,3.2689393,2.5,0.7689392566680908
285,2.981586,3.5,0.5184140205383301
286,2.733382,3.0,0.266618013381958
287,3.234701,3.5,0.26529908180236816
288,3.3284316,4.5,1.1715683937072754
289,2.7883635,2.5,0.2883634567260742
290,3.1929438,3.5,0.307056188583374
291,3.4586546,3.5,0.04134535789489746
292,2.1474059,2.0,0.14740586280822754
293,2.5725393,3.0,0.4274606704711914
294,3.1642816,4.0,0.8357183933258057
295,3.2636592,3.5,0.23634076118469238
296,2.5547957,2.5,0.05479574203491211
297,3.7212312,4.0,0.27876877784729004
298,2.8102849,3.5,0.6897151470184326
299,2.7615755,3.5,0.73842453956604
300,2.1756039,2.0,0.17560386657714844
301,3.2532513,3.0,0.253251314163208
302,3.1767535,3.5,0.32324647903442383
303,2.4435616,3.0,0.5564384460449219
304,2.1347377,3.5,1.3652622699737549
305,2.9399097,3.0,0.06009030342102051
306,2.9163423,4.0,1.0836577415466309
307,2.6628206,3.0,0.33717942237854004
308,2.913102,2.5,0.4131019115447998
309,3.0951972,3.0,0.09519720077514648
310,2.6930041,2.0,0.6930041313171387
311,2.9730074,3.5,0.5269925594329834
312,2.348021,2.5,0.1519789695739746
313,2.038192,2.5,0.4618079662322998
314,3.2616384,4.0,0.7383615970611572
315,2.394933,3.0,0.6050670146942139
316,3.2031507,3.5,0.29684925079345703
317,3.1426928,2.5,0.6426928043365479
318,2.625857,2.5,0.12585711479187012
319,2.9769065,3.0,0.023093461990356445
320,2.429429,2.5,0.0705709457397461
321,2.713972,3.0,0.2860279083251953
322,2.8740175,3.0,0.12598252296447754
323,2.3137658,2.5,0.1862342357635498
324,2.022257,2.0,0.022257089614868164
325,3.5694923,4.0,0.4305076599121094
326,3.4901085,4.5,1.0098915100097656
327,2.7959993,3.0,0.20400071144104004
328,3.2837353,3.5,0.2162647247314453
329,2.5562773,2.0,0.5562772750854492
330,2.6856112,2.5,0.18561124801635742
331,3.1495724,3.0,0.14957237243652344
332,2.8544834,2.0,0.8544833660125732
333,2.692975,3.0,0.3070249557495117
334,2.6969633,3.5,0.8030366897583008
335,2.5681958,3.0,0.43180418014526367
336,3.8517096,3.5,0.35170960426330566
337,2.5667782,2.0,0.5667781829833984
338,2.529274,3.0,0.47072601318359375
339,3.0610394,3.0,0.06103944778442383
340,3.2284608,4.0,0.7715392112731934
341,2.4802296,3.0,0.5197703838348389
