,pred,actual,difference
0,2.851985,3.5,0.648015022277832
1,2.9205408,3.5,0.5794591903686523
2,3.1770227,3.5,0.32297730445861816
3,3.4934297,3.0,0.49342966079711914
4,3.7237482,4.0,0.27625179290771484
5,2.6813285,3.5,0.818671464920044
6,3.1545882,3.5,0.3454117774963379
7,2.7080917,3.5,0.7919082641601562
8,2.5904756,2.0,0.5904755592346191
9,3.0198684,3.5,0.4801316261291504
10,3.0472107,4.0,0.952789306640625
11,3.371198,4.0,0.6288020610809326
12,2.7088819,2.5,0.20888185501098633
13,2.1902618,2.0,0.1902618408203125
14,3.4163177,4.0,0.5836822986602783
15,2.4199915,3.0,0.5800085067749023
16,2.6695843,3.0,0.3304157257080078
17,2.247744,3.0,0.752255916595459
18,3.3839192,3.0,0.38391923904418945
19,2.4846377,2.5,0.015362262725830078
20,2.6910172,2.5,0.19101715087890625
21,3.3431275,4.0,0.6568725109100342
22,3.0602498,2.0,1.0602498054504395
23,2.2567613,2.0,0.2567613124847412
24,3.3266747,3.5,0.1733253002166748
25,2.0688725,2.5,0.43112754821777344
26,2.9843192,3.0,0.015680789947509766
27,3.5933006,3.5,0.09330058097839355
28,2.977602,3.5,0.5223979949951172
29,2.6743805,2.5,0.17438054084777832
30,2.8360786,3.5,0.6639213562011719
31,3.18881,4.0,0.8111898899078369
32,3.0970902,2.5,0.5970902442932129
33,1.851306,2.0,0.14869403839111328
34,3.769237,3.0,0.7692370414733887
35,2.8575363,3.5,0.6424636840820312
36,2.88201,2.5,0.38200998306274414
37,3.4934497,4.0,0.5065503120422363
38,2.4273932,2.0,0.42739319801330566
39,2.601934,2.0,0.6019339561462402
40,2.7406547,2.5,0.24065470695495605
41,2.4807673,3.0,0.5192327499389648
42,2.8270593,3.0,0.17294073104858398
43,3.483932,4.0,0.5160679817199707
44,2.084781,2.5,0.4152190685272217
45,1.8790812,2.0,0.12091875076293945
46,2.7384138,2.5,0.23841381072998047
47,3.3026068,4.0,0.6973931789398193
48,2.8409004,2.0,0.8409004211425781
49,3.6924303,4.0,0.3075697422027588
50,3.1430964,3.5,0.3569035530090332
51,3.317134,2.5,0.817133903503418
52,3.0909767,3.5,0.4090232849121094
53,3.091035,3.0,0.0910348892211914
54,3.6227849,4.0,0.3772151470184326
55,2.9538646,3.0,0.04613542556762695
56,3.2552612,3.5,0.24473881721496582
57,3.2280025,4.0,0.7719974517822266
58,2.5018415,3.5,0.9981584548950195
59,2.662936,3.0,0.3370640277862549
60,1.544163,1.5,0.04416298866271973
61,2.375283,2.5,0.12471699714660645
62,3.0203636,3.5,0.47963643074035645
63,3.5108128,2.5,1.010812759399414
64,2.4822607,2.5,0.017739295959472656
65,2.5861986,2.0,0.5861985683441162
66,2.5456834,2.5,0.04568338394165039
67,2.771278,3.0,0.22872209548950195
68,2.348979,3.0,0.6510210037231445
69,3.0487556,2.5,0.5487556457519531
70,2.9477828,2.5,0.4477827548980713
71,2.913914,3.5,0.5860860347747803
72,2.6030102,2.5,0.10301017761230469
73,3.1805682,3.0,0.18056821823120117
74,3.5805972,4.5,0.9194028377532959
75,2.4603744,2.5,0.03962564468383789
76,2.8022323,3.5,0.6977677345275879
77,2.6197515,2.0,0.6197514533996582
78,2.33136,2.5,0.1686398983001709
79,1.9605682,2.0,0.03943181037902832
80,3.006972,3.0,0.006972074508666992
81,2.824643,3.0,0.17535710334777832
82,2.80047,3.0,0.19952988624572754
83,2.313384,2.0,0.3133840560913086
84,3.323935,3.5,0.17606496810913086
85,3.0246558,3.5,0.475344181060791
86,2.9445262,3.0,0.05547380447387695
87,3.091804,3.5,0.40819597244262695
88,3.8757544,4.5,0.6242456436157227
89,3.4843493,3.5,0.01565074920654297
90,3.397017,3.5,0.10298299789428711
91,2.629465,3.0,0.37053489685058594
92,3.075527,3.0,0.07552695274353027
93,2.5622,2.5,0.062200069427490234
94,2.4812388,2.5,0.018761157989501953
95,3.5543084,3.5,0.054308414459228516
96,3.0021908,2.5,0.5021908283233643
97,2.8495798,2.5,0.3495798110961914
98,3.9222157,4.0,0.07778429985046387
99,3.298034,4.0,0.7019660472869873
100,3.3679304,4.0,0.6320695877075195
101,2.4677982,2.5,0.03220176696777344
102,3.003808,3.0,0.0038080215454101562
103,2.3129823,2.5,0.18701767921447754
104,2.4907007,2.0,0.49070072174072266
105,1.8103621,1.0,0.8103621006011963
106,3.0365381,2.5,0.5365381240844727
107,3.3636422,2.0,1.3636422157287598
108,3.5018003,3.5,0.0018002986907958984
109,3.40799,3.5,0.0920100212097168
110,2.1674457,2.0,0.16744565963745117
111,3.203981,3.0,0.2039809226989746
112,3.428711,3.0,0.4287109375
113,2.6320229,2.5,0.13202285766601562
114,3.241151,3.0,0.2411510944366455
115,2.7836158,3.5,0.7163841724395752
116,2.513056,2.5,0.013056039810180664
117,1.6790813,1.5,0.17908132076263428
118,3.0050468,2.0,1.0050468444824219
119,2.5544734,2.5,0.0544734001159668
120,2.9091723,3.5,0.5908277034759521
121,2.6659708,2.0,0.6659708023071289
122,2.8782458,2.5,0.37824583053588867
123,2.2077482,2.5,0.2922518253326416
124,2.8489099,5.0,2.151090145111084
125,3.2395244,3.0,0.23952436447143555
126,4.0471916,4.5,0.4528083801269531
127,2.9279165,2.5,0.4279165267944336
128,2.7972903,3.0,0.20270967483520508
129,3.1685221,3.5,0.3314778804779053
130,2.7175124,2.5,0.2175123691558838
131,2.4352741,3.0,0.5647258758544922
132,3.5172632,3.5,0.017263174057006836
133,2.7747238,2.0,0.7747237682342529
134,3.23748,3.5,0.26252007484436035
135,2.9780018,4.0,1.0219981670379639
136,1.6810102,2.0,0.31898975372314453
137,2.7913542,2.5,0.2913541793823242
138,2.9576654,2.5,0.45766544342041016
139,2.8546658,3.5,0.6453342437744141
140,3.496756,3.5,0.0032439231872558594
141,2.6503062,2.0,0.650306224822998
142,2.763565,2.5,0.2635650634765625
143,2.612638,3.0,0.387362003326416
144,2.9697003,4.0,1.0302996635437012
145,2.4446008,2.5,0.055399179458618164
146,1.8617938,1.5,0.36179375648498535
147,2.8649225,3.0,0.13507747650146484
148,3.7019014,4.0,0.2980985641479492
149,2.5899367,2.0,0.5899367332458496
150,2.6331892,3.5,0.8668107986450195
151,2.6076596,3.5,0.8923404216766357
152,3.217596,3.5,0.28240394592285156
153,2.9032702,2.5,0.40327024459838867
154,2.7167892,3.0,0.28321075439453125
155,3.1982207,4.0,0.8017792701721191
156,3.8773627,4.5,0.6226372718811035
157,2.7696013,3.5,0.7303986549377441
158,3.2493856,3.5,0.2506144046783447
159,2.5957394,3.0,0.40426063537597656
160,2.6712232,3.0,0.32877683639526367
161,3.8014538,3.5,0.3014538288116455
