,pred,actual,difference
0,2.851985,3.5,0.648015022277832
1,2.9205408,3.5,0.5794591903686523
2,3.1770227,4.0,0.8229773044586182
3,3.4934297,4.0,0.5065703392028809
4,3.7237482,3.5,0.22374820709228516
5,2.6813285,2.5,0.18132853507995605
6,3.1545882,4.0,0.8454117774963379
7,2.7080917,3.0,0.29190826416015625
8,2.5904756,3.0,0.40952444076538086
9,3.0198684,3.5,0.4801316261291504
10,3.0472107,3.0,0.047210693359375
11,3.371198,4.0,0.6288020610809326
12,2.7088819,3.5,0.7911181449890137
13,2.1902618,2.0,0.1902618408203125
14,3.4163177,4.0,0.5836822986602783
15,2.4199915,3.0,0.5800085067749023
16,2.6695843,3.0,0.3304157257080078
17,2.247744,2.5,0.252255916595459
18,3.3839192,3.0,0.38391923904418945
19,2.4846377,2.5,0.015362262725830078
20,2.6910172,3.0,0.30898284912109375
21,3.3431275,4.0,0.6568725109100342
22,3.0602498,3.0,0.06024980545043945
23,2.2567613,2.5,0.2432386875152588
24,3.3266747,4.0,0.6733253002166748
25,2.0688725,3.0,0.9311275482177734
26,2.9843192,4.0,1.0156807899475098
27,3.5933006,4.0,0.40669941902160645
28,2.977602,3.0,0.022397994995117188
29,2.6743805,2.5,0.17438054084777832
30,2.8360786,3.0,0.16392135620117188
31,3.18881,3.5,0.3111898899078369
32,3.0970902,4.0,0.9029097557067871
33,1.851306,2.0,0.14869403839111328
34,3.769237,3.5,0.26923704147338867
35,2.8575363,3.5,0.6424636840820312
36,2.88201,4.0,1.1179900169372559
37,3.4934497,4.5,1.0065503120422363
38,2.4273932,2.0,0.42739319801330566
39,2.601934,2.5,0.10193395614624023
40,2.7406547,3.0,0.25934529304504395
41,2.4807673,3.0,0.5192327499389648
42,2.8270593,2.5,0.327059268951416
43,3.483932,4.0,0.5160679817199707
44,2.084781,2.5,0.4152190685272217
45,1.8790812,2.5,0.6209187507629395
46,2.7384138,3.0,0.26158618927001953
47,3.3026068,3.5,0.19739317893981934
48,2.8409004,2.5,0.3409004211425781
49,3.6924303,4.5,0.8075697422027588
50,3.1430964,3.0,0.1430964469909668
51,3.317134,2.5,0.817133903503418
52,3.0909767,3.5,0.4090232849121094
53,3.091035,3.5,0.4089651107788086
54,3.6227849,3.5,0.12278485298156738
55,2.9538646,3.5,0.546135425567627
56,3.2552612,4.0,0.7447388172149658
57,3.2280025,3.5,0.27199745178222656
58,2.5018415,3.5,0.9981584548950195
59,2.662936,2.5,0.16293597221374512
60,1.544163,1.0,0.5441629886627197
61,2.375283,2.0,0.37528300285339355
62,3.0203636,3.0,0.020363569259643555
63,3.5108128,2.0,1.510812759399414
64,2.4822607,2.5,0.017739295959472656
65,2.5861986,2.0,0.5861985683441162
66,2.5456834,3.0,0.4543166160583496
67,2.771278,3.0,0.22872209548950195
68,2.348979,2.0,0.34897899627685547
69,3.0487556,3.0,0.048755645751953125
70,2.9477828,3.0,0.05221724510192871
71,2.913914,3.0,0.08608603477478027
72,2.6030102,2.5,0.10301017761230469
73,3.1805682,2.5,0.6805682182312012
74,3.5805972,4.5,0.9194028377532959
75,2.4603744,2.5,0.03962564468383789
76,2.8022323,2.5,0.3022322654724121
77,2.6197515,2.5,0.1197514533996582
78,2.33136,3.0,0.6686398983001709
79,1.9605682,2.0,0.03943181037902832
80,3.006972,2.0,1.006972074508667
81,2.824643,3.5,0.6753571033477783
82,2.80047,2.5,0.30047011375427246
83,2.313384,2.5,0.1866159439086914
84,3.323935,3.0,0.32393503189086914
85,3.0246558,3.5,0.475344181060791
86,2.9445262,4.0,1.055473804473877
87,3.091804,4.0,0.908195972442627
88,3.8757544,4.5,0.6242456436157227
89,3.4843493,3.5,0.01565074920654297
90,3.397017,4.5,1.102982997894287
91,2.629465,2.0,0.6294651031494141
92,3.075527,3.0,0.07552695274353027
93,2.5622,2.5,0.062200069427490234
94,2.4812388,2.5,0.018761157989501953
95,3.5543084,3.5,0.054308414459228516
96,3.0021908,3.0,0.002190828323364258
97,2.8495798,3.0,0.1504201889038086
98,3.9222157,4.5,0.5777842998504639
99,3.298034,4.0,0.7019660472869873
100,3.3679304,4.0,0.6320695877075195
101,2.4677982,2.5,0.03220176696777344
102,3.003808,2.5,0.5038080215454102
103,2.3129823,2.0,0.31298232078552246
104,2.4907007,2.5,0.009299278259277344
105,1.8103621,1.0,0.8103621006011963
106,3.0365381,3.0,0.036538124084472656
107,3.3636422,3.0,0.36364221572875977
108,3.5018003,3.5,0.0018002986907958984
109,3.40799,2.5,0.9079899787902832
110,2.1674457,2.0,0.16744565963745117
111,3.203981,4.0,0.7960190773010254
112,3.428711,3.5,0.0712890625
113,2.6320229,2.5,0.13202285766601562
114,3.241151,3.0,0.2411510944366455
115,2.7836158,2.0,0.7836158275604248
116,2.513056,2.5,0.013056039810180664
117,1.6790813,2.0,0.3209186792373657
118,3.0050468,3.0,0.005046844482421875
119,2.5544734,2.5,0.0544734001159668
120,2.9091723,3.0,0.09082770347595215
121,2.6659708,2.0,0.6659708023071289
122,2.8782458,3.0,0.12175416946411133
123,2.2077482,2.0,0.2077481746673584
124,2.8489099,3.0,0.15109014511108398
125,3.2395244,3.5,0.26047563552856445
126,4.0471916,4.5,0.4528083801269531
127,2.9279165,2.5,0.4279165267944336
128,2.7972903,3.0,0.20270967483520508
129,3.1685221,3.5,0.3314778804779053
130,2.7175124,3.0,0.2824876308441162
131,2.4352741,3.5,1.0647258758544922
132,3.5172632,3.0,0.5172631740570068
133,2.7747238,3.5,0.7252762317657471
134,3.23748,3.0,0.23747992515563965
135,2.9780018,3.0,0.021998167037963867
136,1.6810102,1.0,0.6810102462768555
137,2.7913542,3.5,0.7086458206176758
138,2.9576654,3.0,0.042334556579589844
139,2.8546658,2.5,0.35466575622558594
140,3.496756,3.5,0.0032439231872558594
141,2.6503062,3.0,0.34969377517700195
142,2.763565,2.5,0.2635650634765625
143,2.612638,3.0,0.387362003326416
144,2.9697003,4.0,1.0302996635437012
145,2.4446008,3.0,0.5553991794586182
146,1.8617938,2.0,0.13820624351501465
147,2.8649225,3.5,0.6350774765014648
148,3.7019014,4.0,0.2980985641479492
149,2.5899367,3.0,0.4100632667541504
150,2.6331892,3.0,0.36681079864501953
151,2.6076596,3.0,0.39234042167663574
152,3.217596,3.0,0.21759605407714844
153,2.9032702,2.5,0.40327024459838867
154,2.7167892,3.0,0.28321075439453125
155,3.1982207,3.5,0.30177927017211914
156,3.8773627,5.0,1.1226372718811035
157,2.7696013,3.0,0.23039865493774414
158,3.2493856,3.5,0.2506144046783447
159,2.5957394,3.0,0.40426063537597656
160,2.6712232,2.0,0.6712231636047363
161,3.8014538,3.5,0.3014538288116455
